selection_group,rank,pair_id,wavelength_nm,fisher,crlb_nm
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,440.0,38.979111551054444,0.16017105345875832
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,445.0,40.585962668448666,0.15696834316286193
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,450.0,38.672845546855115,0.16080403260720882
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,455.0,41.81291342853821,0.15464817005164394
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,460.0,43.17374264070389,0.15219141356666444
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,465.0,44.04597270423618,0.15067697661130613
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,470.0,44.942421789317706,0.14916665959411982
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,475.0,42.19814512960696,0.15394065116378253
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,480.0,44.45018005569899,0.14999032209270743
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,485.0,42.90353020385196,0.15266992272946447
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,490.0,43.59041357076319,0.15146228529445865
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,495.0,41.87639751624504,0.15453090325849458
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,500.0,38.246125991944005,0.16169860541718964
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,505.0,40.657465607015425,0.1568302549094392
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,510.0,38.89128750687575,0.16035180007455213
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,515.0,39.29625961206136,0.1595233983272134
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,520.0,37.41953442391874,0.16347479828880826
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,525.0,31.79443644442489,0.1773472400673495
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,530.0,35.79157845438456,0.16715122899183463
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,535.0,34.1061664718258,0.1712314546967065
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,540.0,35.7414349836966,0.16726844036139468
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,545.0,33.87087918764895,0.1718251632119902
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,550.0,26.80085290353328,0.19316377865069548
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,555.0,32.27106500000433,0.17603270028043444
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,560.0,31.573863483912376,0.1779656300916986
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,565.0,32.71157515953893,0.17484341136214163
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,570.0,31.337738938309457,0.17863484227036508
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,575.0,23.852024610153016,0.20475634831604841
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,580.0,29.010014633535228,0.18566328319004366
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,585.0,27.426377470405935,0.19094829090070742
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,590.0,29.02989355171876,0.1855997036032882
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,595.0,28.06603932642861,0.18875976817525517
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,600.0,21.411863063026438,0.21610895901809302
middle,1,z06_c1_s2_hp1__z08_c0_s2_hp1,605.0,25.645162358474998,0.19746824825193568
