pair_id,channel_A_id,channel_A_zone_count,channel_A_charge_start,channel_A_charge_step,channel_A_handedness,channel_B_id,channel_B_zone_count,channel_B_charge_start,channel_B_charge_step,channel_B_handedness,channel_redundancy,channel_pearson_redundancy,mirror_aligned_redundancy,spectral_derivative_similarity,median_fisher,median_crlb_nm,gain_DH,gain_SH,delta_F_DH,delta_F_SH
z04_c0_s1_hm1__z06_c2_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z06_c2_s3_hp1,6,2,3,1,0.3512546644836176,0.0905267835106151,0.18403951478664016,-0.0008627038491273405,36.271706266071746,0.16604125493111302,0.9933604111596658,0.6877125290285017,-0.24243891083090574,-16.47083474493912
z04_c0_s1_hm1__z08_c0_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c0_s1_hm1,8,0,1,-1,0.5395206432850634,0.4138296266071132,0.48823303888078595,0.007004540795307668,34.662559702234496,0.1698516165910607,0.9492912824414306,0.6572030667805353,-1.8515854746681555,-18.079981308776368
z04_c0_s1_hm1__z08_c0_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c0_s1_hp1,8,0,1,1,0.448025854884601,0.3126020474267788,0.388885101089712,0.00791541506826389,34.29310917600964,0.17076409819135765,0.9391732713409391,0.6501982748394771,-2.2210360008930152,-18.449431835001228
z04_c0_s1_hm1__z08_c0_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c0_s2_hm1,8,0,2,-1,0.5017073061622557,0.33789339588313805,0.39162522994103977,0.01894833667386995,34.17268461470907,0.17106471996922545,0.9358752464052015,0.6479150219094482,-2.341460562193582,-18.569856396301795
z04_c0_s1_hm1__z08_c0_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c0_s2_hp1,8,0,2,1,0.5040892025486368,0.3393445574357861,0.38477396158898464,0.026254157970857915,33.960242937165766,0.17159894198734854,0.9300571812002221,0.6438871219738164,-2.5539022397368853,-18.782298073845098
z04_c0_s1_hm1__z08_c0_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c0_s3_hm1,8,0,3,-1,0.535646737598982,0.3516641471718178,0.3715811198363539,0.026133644925125064,30.893073188642838,0.17991585761821546,0.8460576863835368,0.5857335008222946,-5.621071988259814,-21.849467822368027
z04_c0_s1_hm1__z08_c0_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c0_s3_hp1,8,0,3,1,0.534608678739579,0.34618425833397226,0.35920737097497846,0.02553954760765382,30.927418306047194,0.17981593095015538,0.8469982839858622,0.5863846851745461,-5.586726870855458,-21.81512270496367
z04_c0_s1_hm1__z08_c1_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c1_s1_hm1,8,1,1,-1,0.44853402454344954,0.3013918846845627,0.3896790127285191,0.0026223083927494582,36.96520898375094,0.1644763338540418,1.012353125197454,0.700861359259006,0.45106380684828906,-15.777332027259924
z04_c0_s1_hm1__z08_c1_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c1_s1_hp1,8,1,1,1,0.36170964346068807,0.19754118179963503,0.30217045887571864,-0.0018057268552795114,35.27698068880639,0.16836596207546325,0.9661182130349079,0.6688525052564636,-1.237164488096262,-17.465560322204475
z04_c0_s1_hm1__z08_c1_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c1_s2_hm1,8,1,2,-1,0.3672133046584051,0.17174233896963176,0.2704665506960916,0.005125881261220889,36.33697428645315,0.1658920672923096,0.9951478833862561,0.6889500124551681,-0.17717089044950285,-16.405566724557715
z04_c0_s1_hm1__z08_c1_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c1_s2_hp1,8,1,2,1,0.3684695160291234,0.17068816165699333,0.255378141877104,0.005396813646600139,36.30201532982193,0.16597192536618902,0.9941904747857849,0.6882871896946203,-0.2121298470807247,-16.440525681188937
z04_c0_s1_hm1__z08_c1_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c1_s3_hm1,8,1,3,-1,0.3876011559709174,0.15506273022562753,0.21191850212998078,0.0075006053413714845,32.297740374365716,0.17595999073321988,0.8845268105795872,0.6123660285465397,-4.216404802536935,-20.444800636645148
z04_c0_s1_hm1__z08_c1_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c1_s3_hp1,8,1,3,1,0.38484820161686567,0.14576666582314696,0.2103313312667315,0.0021480158729751623,32.31348268703434,0.17591712387991704,0.8849579397376806,0.6126645032192964,-4.200662489868314,-20.429058323976527
z04_c0_s1_hm1__z08_c2_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c2_s1_hm1,8,2,1,-1,0.4044664086865597,0.23995257950708515,0.3011629736570061,0.009977532054496105,37.366064644758254,0.16359172037659356,1.0233312176343783,0.708461593402515,0.8519194678556019,-15.37647636625261
z04_c0_s1_hm1__z08_c2_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c2_s1_hp1,8,2,1,1,0.3116839814503662,0.1251474302109392,0.24219769312710057,-0.0006019641400971373,35.999659081004104,0.16666745583661408,0.9859099509681527,0.6825545070626876,-0.5144860958985475,-16.74288193000676
z04_c0_s1_hm1__z08_c2_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c2_s2_hm1,8,2,2,-1,0.29270276976901977,0.07914478252794532,0.1636051538430887,-0.00243406331826948,40.020240007637405,0.15807389535560332,1.0960201810489751,0.758784829864047,3.506094830734753,-12.72230100337346
z04_c0_s1_hm1__z08_c2_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c2_s2_hp1,8,2,2,1,0.2954489820804752,0.0819890794542725,0.15847424887975708,0.004161616103553316,40.08465787003862,0.1579468283264662,1.0977843702991719,0.760006194272481,3.570512693135967,-12.657883140972245
z04_c0_s1_hm1__z08_c2_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z08_c2_s3_hm1,8,2,3,-1,0.30221358772184026,0.04993948047660047,0.10644706439791767,0.004811110073981089,33.80530853560225,0.17199172329377166,0.9258140474553982,0.6409495615416945,-2.708836641300401,-18.937232475408614
z04_c0_s1_hm1__z08_c2_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z08_c2_s3_hp1,8,2,3,1,0.30014356738719783,0.04338831549174473,0.10980753776556278,-0.00013777095973338993,33.902070826974864,0.17174610105280375,0.9284640421602947,0.6427841771957338,-2.612074349927788,-18.840470184036
z04_c0_s1_hm1__z10_c0_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c0_s1_hm1,10,0,1,-1,0.46509893702678995,0.3434925753562177,0.4431828563330603,0.006139953552027707,32.85193262956818,0.1744695087481506,0.8997042781751595,0.6228735286513747,-3.6622125473344695,-19.890608381442682
z04_c0_s1_hm1__z10_c0_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c0_s1_hp1,10,0,1,1,0.40889445875511793,0.2774031218446669,0.38992987841856286,0.02249370868027699,32.07852075243601,0.1765602086358232,0.8785231202051409,0.6082096186025452,-4.4356244244666385,-20.66402025857485
z04_c0_s1_hm1__z10_c0_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c0_s2_hm1,10,0,2,-1,0.4592897291066217,0.28687335159934935,0.34813082682304697,0.01117091200726687,32.910273060133335,0.1743147980718247,0.9013020269457389,0.6239796647882926,-3.603872116769317,-19.83226795087753
z04_c0_s1_hm1__z10_c0_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c0_s2_hp1,10,0,2,1,0.4579750265254349,0.284182715122817,0.33054412632692054,0.010478471195755611,32.91057203052043,0.17431400630374233,0.901310214742157,0.6239853332748949,-3.6035731463822245,-19.831968980490437
z04_c0_s1_hm1__z10_c0_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c0_s3_hm1,10,0,3,-1,0.4931018801986194,0.29529164194083607,0.31221616561295557,0.01460739139459844,30.164467390237444,0.18207577587486543,0.8261036166695818,0.5719191152345148,-6.349677786665207,-22.57807362077342
z04_c0_s1_hm1__z10_c0_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c0_s3_hp1,10,0,3,1,0.4930870039541213,0.29249540007993824,0.3056628972780509,0.016028706527307448,30.095931005537373,0.18228297529836351,0.8242266349035283,0.5706196635322207,-6.418214171365278,-22.64661000547349
z04_c0_s1_hm1__z10_c1_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c1_s1_hm1,10,1,1,-1,0.3640701883151883,0.22256061092751925,0.3202518078147388,-0.0026699562946365016,37.018748664756515,0.16435735094576934,1.013819397535097,0.7018764730548012,0.5046034878538634,-15.72379234625435
z04_c0_s1_hm1__z10_c1_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c1_s1_hp1,10,1,1,1,0.31170898969056177,0.16038163033405656,0.2817416875088801,0.002943015335791851,36.11160097561245,0.16640893016301453,0.9889756641066093,0.6846769284034602,-0.40254420129020474,-16.630940035398417
z04_c0_s1_hm1__z10_c1_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c1_s2_hm1,10,1,2,-1,0.32698449003891866,0.12722152167717454,0.22327330097800396,0.0005658224809983531,33.846926765462655,0.1718859501338242,0.926953831220259,0.6417386443022637,-2.667218411439997,-18.89561424554821
z04_c0_s1_hm1__z10_c1_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c1_s2_hp1,10,1,2,1,0.3261488094681599,0.12401406179930342,0.19775930193604016,0.004518369175531886,34.348047473092535,0.17062747844470655,0.9406778470832092,0.6512399064338182,-2.1660977038101166,-18.39449353791833
z04_c0_s1_hm1__z10_c1_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c1_s3_hm1,10,1,3,-1,0.348514516578346,0.09840449101490076,0.14305291617991495,0.0026065795846974293,31.512086557824002,0.17813998837378006,0.8630103869378614,0.5974700109963481,-5.00205861907865,-21.230454453186862
z04_c0_s1_hm1__z10_c1_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c1_s3_hp1,10,1,3,1,0.3483618380593472,0.09559403240802836,0.14214756413072835,-0.0008955198770950045,31.52978140070389,0.17808999434678166,0.8634949893513688,0.5978055056945689,-4.984363776198762,-21.212759610306975
z04_c0_s1_hm1__z10_c2_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c2_s1_hm1,10,2,1,-1,0.3215978546220748,0.16819139081435125,0.24339962176612165,0.002063019919690111,37.81911712224553,0.16260889812049342,1.0357388058523782,0.7170514805941977,1.3049719453428779,-14.923423888765335
z04_c0_s1_hm1__z10_c2_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c2_s1_hp1,10,2,1,1,0.26485409080737926,0.10146409568766163,0.20490568596869707,-0.006572748621692881,36.15321414846942,0.1663131323544622,0.9901153093771028,0.6854659152831079,-0.3609310284332352,-16.589326862541448
z04_c0_s1_hm1__z10_c2_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c2_s2_hm1,10,2,2,-1,0.2551110392955483,0.043386209018520826,0.12654815022604632,-0.0033766130867154626,36.81809686498518,0.1648046009571175,1.0083242175493894,0.6980721095196911,0.3039516880825275,-15.924444146025685
z04_c0_s1_hm1__z10_c2_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c2_s2_hp1,10,2,2,1,0.25502731260217604,0.04187134744505948,0.10809051209142752,0.0065665828487759485,37.48772387920903,0.16332605184500237,1.02666305612769,0.7107682557687703,0.9735787023063764,-15.254817131801836
z04_c0_s1_hm1__z10_c2_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z10_c2_s3_hm1,10,2,3,-1,0.2673590227228696,0.004639179373282145,0.04486733160485498,0.0011624723784272467,32.657166131216535,0.17498900116976487,0.8943702768612016,0.6191807505899046,-3.856979045686117,-20.08537487979433
z04_c0_s1_hm1__z10_c2_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z10_c2_s3_hp1,10,2,3,1,0.26663488503850874,0.0011919126845896244,0.05045960500042458,-0.0009378028373218706,32.912545219459915,0.17430878094632424,0.9013642537708657,0.6240227449904032,-3.601599957442737,-19.82999579155095
z04_c0_s1_hm1__z12_c0_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z12_c0_s1_hm1,12,0,1,-1,0.4175199182307134,0.2943898722773693,0.4095003265337866,0.007605795394514733,32.52616912393924,0.17534102543487864,0.8907827080808661,0.616697043799025,-3.987976052963411,-20.216371887071624
z04_c0_s1_hm1__z12_c0_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z12_c0_s1_hp1,12,0,1,1,0.38153552227332943,0.2505217429677971,0.39239117014603536,0.017227381522925647,32.611307134522306,0.17511199533233243,0.8931143527125723,0.6183112627757954,-3.9028380423803455,-20.131233876488558
z04_c0_s1_hm1__z12_c0_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z12_c0_s2_hm1,12,0,2,-1,0.42328111509807775,0.23703169553983408,0.2909574340112874,0.002638793993072363,33.52108875084035,0.1727193289695182,0.9180302205744751,0.6355607467573903,-2.993056426062303,-19.221452260170516
z04_c0_s1_hm1__z12_c0_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z12_c0_s2_hp1,12,0,2,1,0.4221867142153568,0.2350475858958041,0.27219100540778673,0.008868195068212341,33.52881323082484,0.17269943199550827,0.918241768180124,0.6357072031062203,-2.985331946077814,-19.213727780186026
z04_c0_s1_hm1__z12_c0_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z12_c0_s3_hm1,12,0,3,-1,0.4659165950095067,0.25006147950399116,0.26930428821532454,0.009849172357477431,29.292010066583256,0.1847674276839781,0.8022099360308229,0.555377300848438,-7.222135110319396,-23.45053094442761
z04_c0_s1_hm1__z12_c0_s3_hp1,z04_c0_s1_hm1,4,0,1,-1,z12_c0_s3_hp1,12,0,3,1,0.4654559634748052,0.24833087794116285,0.2653743390177117,0.00911582156740984,29.1959099598215,0.18507126445720623,0.7995780763420317,0.553555240232479,-7.318235217081153,-23.546631051189365
z04_c0_s1_hm1__z12_c1_s1_hm1,z04_c0_s1_hm1,4,0,1,-1,z12_c1_s1_hm1,12,1,1,-1,0.31941568411764554,0.17903155967837475,0.2836416092563848,0.009150955234425233,36.20106818867299,0.16620317168725568,0.9914258710778282,0.6863732291759593,-0.31307698822966046,-16.541472822337873
z04_c0_s1_hm1__z12_c1_s1_hp1,z04_c0_s1_hm1,4,0,1,-1,z12_c1_s1_hp1,12,1,1,1,0.2843418628832356,0.14019017442812776,0.2674984025662063,0.0009685856987699317,34.2117214805032,0.17096709646143,0.9369443352639166,0.6486551619377031,-2.302423696399451,-18.530819530507664
z04_c0_s1_hm1__z12_c1_s2_hm1,z04_c0_s1_hm1,4,0,1,-1,z12_c1_s2_hm1,12,1,2,-1,0.29894119623254556,0.08753135998840214,0.16897659223587785,-0.001641952259977516,33.42300652158681,0.1729725719952066,0.9153440771969332,0.6337011050455307,-3.091138655315845,-19.319534489424058
z04_c0_s1_hm1__z12_c1_s2_hp1,z04_c0_s1_hm1,4,0,1,-1,z12_c1_s2_hp1,12,1,2,1,0.29744822287657224,0.08432787388074593,0.14544783221160779,0.004328754223829716,33.47257337325813,0.1728444539371118,0.9167015470604938,0.634640893890004,-3.0415718036445227,-19.269967637752735
z04_c0_s1_hm1__z12_c1_s3_hm1,z04_c0_s1_hm1,4,0,1,-1,z12_c1_s3_hm1,12,1,3,-1,0.32453811510664515,0.057478043895794965,0.0928954844683653,0.0004288453103489716,30.543695638023067,0.18094192580363408,0.8364894067777261,0.5791092930400636,-5.970449538879585,-22.198845372987797
